13|0|350
13|1|125
13|2|15
13|3|315
13|4|55
13|5|5
13|6|150
13|7|405
13|8|270
13|9|15
13|10|0
13|11|0
13|12|15
13|13|20
13|14|70
13|15|210
13|16|295
13|17|165
13|18|170
13|19|680
13|20|55
13|21|95
13|22|50
13|23|80
13|24|40
13|25|80
13|26|45
13|27|80
13|28|380
13|29|370
13|30|1760
13|31|120
13|32|50
13|33|55
13|34|840
13|35|145
13|36|140
13|37|100
13|38|50
13|39|95
13|40|300
13|41|25
13|42|1595
13|43|480
13|44|95
13|45|3035
13|46|315
13|47|290
13|48|55
13|49|270
13|50|115
13|51|160
13|52|1195
13|53|25
13|54|310
13|55|225
13|56|40
13|57|285
13|58|115
13|59|35
13|60|1405
13|61|30
13|62|60
13|63|0
13|64|70
13|65|230
13|66|440
13|67|410
13|68|395
13|69|145
13|70|280
13|71|105
13|72|35
13|73|95
13|74|190
13|75|2470
13|76|160
13|77|230
13|78|625
13|79|155
13|80|105
13|81|20
13|82|400
13|83|825
13|84|105
13|85|110
13|86|60
13|87|175
13|88|170
13|89|140
13|90|0
13|91|105
13|92|385
13|93|95
13|94|85
13|95|670
13|96|60
13|97|170
13|98|225
13|99|160
13|100|105
13|101|255
13|102|10
13|103|195
13|104|60
13|105|70
13|106|215
13|107|695
13|108|90
13|109|230
13|110|60
13|111|635
13|112|50
13|113|410
13|114|195
13|115|45
13|116|15
13|117|240
13|118|745
13|119|50
13|120|95
13|121|2660
13|122|655
13|123|175
13|124|70
13|125|15
13|126|435
13|127|240
13|128|140
13|129|210
13|130|540
13|131|215
13|132|110
13|133|305
13|134|240
13|135|435
13|136|10
13|137|805
13|138|215
13|139|410
13|140|190
13|141|295
13|142|175
13|143|650
13|144|65
13|145|280
13|146|10
13|147|1635
13|148|0
13|149|550
13|150|740
13|151|615
13|152|130
13|153|240
13|154|165
13|155|55
13|156|715
13|157|340
13|158|300
13|159|285
13|160|50
13|161|680
13|162|390
13|163|435
13|164|100
13|165|195
13|166|35
13|167|0
13|168|310
13|169|15
13|170|370
13|171|260
13|172|135
13|173|400
13|174|125
13|175|5
13|176|130
13|177|25
13|178|0
13|179|195
13|180|275
13|181|80
13|182|100
13|183|695
13|184|80
13|185|1855
13|186|240
13|187|10
13|188|320
13|189|155
13|190|15
13|191|175
13|192|425
13|193|5
13|194|460
13|195|320
13|196|90
13|197|85
13|198|10
13|199|70
13|200|0
13|201|0
13|202|130
13|203|90
13|204|2280
13|205|450
13|206|485
13|207|45
13|208|240
13|209|235
13|210|285
13|211|185
13|212|100
13|213|630
13|214|170
13|215|675
13|216|885
13|217|250
13|218|450
13|219|60
13|220|425
13|221|775
13|222|225
13|223|60
13|224|330
13|225|40
13|226|225
13|227|25
13|228|20
13|229|285
13|230|135
13|231|185
13|232|200
13|233|75
13|234|195
13|235|245
13|236|60
13|237|65
13|238|0
13|239|265
13|240|70
13|241|170
13|242|190
13|243|2795
13|244|355
13|245|385
13|246|185
13|247|45
13|248|80
13|249|135
13|250|305
13|251|200
13|252|145
13|253|25
13|254|180
13|255|75
13|256|160
13|257|295
13|258|395
13|259|1375
13|260|255
13|261|40
13|262|150
13|263|80
13|264|210
13|265|65
13|266|45
13|267|50
13|268|125
13|269|245
13|270|60
13|271|2650
13|272|265
13|273|540
13|274|240
13|275|490
13|276|105
13|277|340
13|278|100
13|279|35
13|280|165
13|281|140
13|282|5
13|283|120
13|284|145
13|285|20
13|286|5
13|287|165
13|288|40
13|289|475
13|290|130
13|291|435
13|292|60
13|293|205
13|294|25
13|295|2405
13|296|155
13|297|30
13|298|20
13|299|415
13|300|345
13|301|185
13|302|165
13|303|1065
13|304|145
13|305|590
13|306|315
13|307|50
13|308|675
13|309|220
13|310|240
13|311|15
13|312|415
13|313|615
13|314|90
13|315|1015
13|316|340
13|317|25
13|318|0
13|319|0
13|320|1585
13|321|0
13|322|110
13|323|35
13|324|295
13|325|365
13|326|150
13|327|240
13|328|0
13|329|210
13|330|75
13|331|255
13|332|35
13|333|5
13|334|2630
13|335|40
13|336|205
13|337|315
13|338|80
13|339|325
13|340|60
13|341|80
13|342|50
13|343|130
13|344|155
13|345|35
13|346|290
13|347|665
13|348|90
13|349|205
13|350|205
13|351|250
13|352|35
13|353|110
13|354|155
13|355|100
13|356|765
13|357|385
13|358|175
13|359|60
13|360|5
13|361|135
13|362|5
13|363|70
13|364|15
13|365|270
13|366|810
13|367|380
13|368|170
13|369|5
13|370|100
13|371|215
13|372|130
13|373|0
13|374|35
13|375|135
13|376|10
13|377|170
13|378|460
13|379|355
13|380|110
13|381|365
13|382|25
13|383|95
13|384|775
13|385|1435
13|386|255
13|387|110
13|388|50
13|389|95
13|390|60
13|391|90
13|392|5
13|393|430
13|394|285
13|395|295
13|396|30
13|397|70
13|398|550
13|399|355
13|400|325
13|401|310
13|402|260
13|403|100
13|404|100
13|405|365
13|406|250
13|407|110
13|408|150
13|409|205
13|410|70
13|411|0
13|412|105
13|413|45
13|414|370
13|415|145
13|416|5
13|417|210
13|418|40
13|419|1350
13|420|465
13|421|370
13|422|20
13|423|70
13|424|5
13|425|55
13|426|55
13|427|45
13|428|80
13|429|120
13|430|145
13|431|160
13|432|740
13|433|390
13|434|705
13|435|440
13|436|635
13|437|140
13|438|5
13|439|90
13|440|90
13|441|1775
13|442|135
13|443|1065
13|444|1205
13|445|125
13|446|460
13|447|195
13|448|155
13|449|10
13|450|170
13|451|75
13|452|380
13|453|330
13|454|90
13|455|35
13|456|155
13|457|445
13|458|260
13|459|135
13|460|125
13|461|65
13|462|2410
13|463|35
13|464|830
13|465|170
13|466|110
13|467|180
13|468|25
13|469|240
13|470|255
13|471|85
13|472|90
13|473|110
13|474|60
13|475|5
13|476|125
13|477|375
13|478|575
13|479|330
13|480|525
13|481|140
13|482|65
13|483|30
13|484|275
13|485|75
13|486|0
13|487|100
13|488|100
13|489|0
13|490|50
13|491|75
13|492|805
13|493|10
13|494|250
13|495|150
13|496|45
13|497|230
13|498|60
13|499|10
13|500|130
13|501|340
13|502|120
13|503|270
13|504|370
13|505|355
13|506|275
13|507|5
13|508|165
13|509|170
13|510|240
13|511|185
13|512|60
13|513|185
13|514|150
13|515|205
13|516|470
13|517|330
13|518|405
13|519|1780
13|520|15
13|521|360
13|522|325
13|523|125
13|524|45
13|525|60
13|526|120
13|527|345
13|528|420
13|529|1120
13|530|250
13|531|45
13|532|110
13|533|240
13|534|400
13|535|75
13|536|10
13|537|40
13|538|175
13|539|290
13|540|250
13|541|60
13|542|205
13|543|335
13|544|15
13|545|40
13|546|370
13|547|30
13|548|20
13|549|105
13|550|220
13|551|260
13|552|520
13|553|370
13|554|180
13|555|245
13|556|240
13|557|55
13|558|105
13|559|175
13|560|270
13|561|25
13|562|5
13|563|0
13|564|100
13|565|410
13|566|50
13|567|15
13|568|195
13|569|25
13|570|90
13|571|795
13|572|145
13|573|325
13|574|260
13|575|240
13|576|650
13|577|145
13|578|120
13|579|30
13|580|2115
13|581|480
13|582|100
13|583|530
13|584|755
13|585|0
13|586|575
13|587|635
13|588|445
13|589|455
13|590|205
13|591|100
13|592|85
13|593|465
13|594|505
13|595|685
13|596|65
13|597|295
13|598|890
13|599|150
13|600|1330
13|601|105
13|602|460
13|603|5
13|604|30
13|605|355
13|606|170
13|607|345
13|608|1395
13|609|1185
13|610|190
13|611|295
13|612|375
13|613|90
13|614|615
13|615|485
13|616|45
13|617|75
13|618|240
13|619|685
13|620|190
13|621|150
13|622|525
13|623|175
13|624|205
13|625|260
13|626|365
13|627|245
13|628|75
13|629|225
13|630|140
13|631|200
13|632|10
13|633|35
13|634|315
13|635|655
13|636|100
13|637|155
13|638|115
13|639|415
13|640|85
13|641|495
13|642|385
13|643|325
13|644|550
13|645|150
13|646|35
13|647|185
13|648|45
13|649|175
13|650|130
13|651|1230
13|652|170
13|653|55
13|654|225
13|655|600
13|656|5
13|657|210
13|658|115
13|659|230
13|660|460
13|661|90
13|662|120
13|663|25
13|664|175
13|665|65
13|666|75
13|667|315
13|668|210
13|669|20
13|670|155
13|671|45
13|672|140
13|673|45
13|674|435
13|675|85
13|676|290
13|677|250
13|678|245
13|679|105
13|680|90
13|681|150
13|682|100
13|683|570
13|684|320
13|685|430
13|686|225
13|687|70
13|688|205
13|689|160
13|690|0
13|691|0
13|692|215
13|693|165
13|694|60
13|695|185
13|696|405
13|697|230
13|698|25
13|699|840
13|700|95
13|701|305
13|702|345
13|703|75
13|704|295
13|705|105
13|706|115
13|707|280
13|708|140
13|709|15
13|710|210
13|711|125
13|712|200
13|713|700
13|714|15
13|715|5
13|716|420
13|717|205
13|718|70
13|719|35
13|720|135
13|721|320
13|722|35
13|723|30
13|724|85
13|725|55
13|726|465
13|727|385
13|728|565
13|729|80
13|730|125
13|731|35
13|732|285
13|733|0
13|734|75
13|735|0
13|736|205
13|737|195
13|738|65
13|739|10
13|740|575
13|741|335
13|742|300
13|743|720
13|744|445
13|745|300
13|746|560
13|747|85
13|748|5
13|749|20
13|750|150
13|751|275
13|752|80
13|753|5
13|754|210
13|755|80
13|756|315
13|757|130
13|758|0
13|759|0
13|760|0
13|761|480
13|762|15
13|763|90
13|764|115
13|765|120
13|766|185
13|767|670
13|768|1595
13|769|5
13|770|135
13|771|70
13|772|140
13|773|65
13|774|55
13|775|290
13|776|710
13|777|120
13|778|395
13|779|60
13|780|235
13|781|525
13|782|100
13|783|270
13|784|50
13|785|65
13|786|210
13|787|340
13|788|65
13|789|145
13|790|100
13|791|130
13|792|15
13|793|90
13|794|1895
13|795|160
13|796|5
13|797|5
13|798|115
13|799|60
13|800|245
13|801|15
13|802|25
13|803|0
13|804|220
13|805|75
13|806|0
13|807|530
13|808|110
13|809|40
13|810|15
13|811|135
13|812|225
13|813|140
13|814|215
13|815|275
13|816|165
13|817|135
13|818|20
13|819|185
13|820|50
13|821|210
13|822|140
13|823|410
13|824|10
13|825|1075
13|826|310
13|827|80
13|828|185
13|829|35
13|830|90
13|831|205
13|832|285
13|833|320
13|834|10
13|835|110
13|836|165
13|837|630
13|838|75
13|839|45
13|840|130
13|841|135
13|842|445
13|843|25
13|844|265
13|845|185
13|846|205
13|847|170
13|848|215
13|849|205
13|850|220
13|851|15
13|852|235
13|853|125
13|854|35
13|855|290
13|856|65
13|857|145
13|858|85
13|859|50
13|860|5
13|861|300
13|862|1090
13|863|185
13|864|540
13|865|30
13|866|115
13|867|165
13|868|145
13|869|470
13|870|240
13|871|300
13|872|320
13|873|65
13|874|120
13|875|15
13|876|50
13|877|80
13|878|230
13|879|55
13|880|155
13|881|345
13|882|255
13|883|155
13|884|910
13|885|90
13|886|150
13|887|110
13|888|135
13|889|200
13|890|50
13|891|150
13|892|165
13|893|0
13|894|130
13|895|135
13|896|175
13|897|360
13|898|275
13|899|350
13|900|0
13|901|150
13|902|305
13|903|170
13|904|25
13|905|155
13|906|145
13|907|230
13|908|40
13|909|175
13|910|5
13|911|110
13|912|365
13|913|950
13|914|0
13|915|190
13|916|60
13|917|25
13|918|410
13|919|50
13|920|570
13|921|145
13|922|570
13|923|410
13|924|80
13|925|215
13|926|145
13|927|40
13|928|215
13|929|390
13|930|175
13|931|105
13|932|275
13|933|2835
13|934|185
13|935|95
13|936|285
13|937|245
13|938|90
13|939|830
13|940|70
13|941|435
13|942|210
13|943|195
13|944|185
13|945|355
13|946|30
13|947|415
13|948|80
13|949|285
13|950|690
13|951|195
13|952|45
13|953|0
13|954|565
13|955|975
13|956|30
13|957|100
13|958|470
13|959|485
13|960|145
13|961|0
13|962|5
13|963|450
13|964|75
13|965|225
13|966|160
13|967|390
13|968|785
13|969|5
13|970|150
13|971|210
13|972|160
13|973|10
13|974|715
13|975|20
13|976|115
13|977|235
13|978|105
13|979|25
13|980|100
13|981|45
13|982|50
13|983|50
13|984|1150
13|985|10
13|986|900
13|987|795
13|988|755
13|989|870
