1|0|21263397|0
11|0|15459287|0
10|0|18684099|0
0|0|28397946|0
14|0|21262127|0
9|0|20722120|0
4|0|20975930|0
7|0|30888608|0
15|0|19562209|0
3|0|22385687|0
6|0|23319854|0
8|0|28844234|0
13|0|32866192|0
2|0|34117383|0
12|0|36744291|0
5|0|37843775|0
1|0|40531030|2224
11|0|46486512|2171
15|0|53010785|2264
10|0|56848837|2317
14|0|57029364|2173
7|0|58428975|2381
3|0|60554086|2373
4|0|64997601|2442
9|0|66951929|2506
6|0|67190792|2419
8|0|74474449|2541
2|0|69590956|2743
5|0|66797368|2528
12|0|67776969|2419
13|0|72762108|2411
14|0|77463124|5212
15|0|83273677|5669
9|0|72796572|3074
11|0|102024319|5828
7|0|83808840|5875
3|0|82265863|6140
10|0|89663382|5945
4|0|80088562|5789
13|0|60759555|2993
5|0|62372793|5727
8|0|63621421|3253
6|0|76662617|5994
2|0|65640215|6453
12|0|65111795|5807
15|0|20797250|2774
14|0|25527233|2938
7|0|22293397|2944
11|0|22626567|3070
3|0|23307902|3014
4|0|25209126|3212
6|0|24664925|3219
10|0|27250050|3300
1|0|138494633|19537
12|0|24262539|3273
2|0|24911358|3312
5|0|27996610|3499
9|0|60061945|9198
15|0|42375400|5894
8|0|58176558|9177
14|0|45002178|5606
11|0|39791822|5795
13|0|61476463|9344
7|0|55596676|7946
4|0|51728411|6274
3|0|55009403|7227
12|0|50959131|5847
6|0|54199062|6071
8|0|25792379|3206
13|0|31513635|3487
15|0|46780736|7132
14|0|51763785|7792
10|0|86510055|10105
11|0|56735220|7493
7|0|42355350|5623
5|0|96914126|11149
9|0|71734948|9933
15|0|35369794|5698
8|0|54594389|7409
4|0|63567744|8692
12|0|62222553|7907
13|0|52195915|6669
6|0|66588402|8633
14|0|37072055|5371
7|0|30797121|5861
11|0|33680916|5749
9|0|30128964|5907
10|0|44476304|8275
15|0|26536976|3082
12|0|23942112|5186
14|0|17198351|3183
5|0|40787059|9082
6|0|20093213|5579
3|0|92382097|23755
13|0|24985198|5443
8|0|35595011|5748
11|0|28789951|3465
9|0|23435808|3278
7|0|31351482|5959
6|0|14366190|2650
12|0|18878856|3011
5|0|19415323|3449
10|0|29255821|3521
13|0|17940926|2935
4|0|49158576|12916
8|0|20223367|3018
14|0|30126065|7987
15|0|32403029|8234
7|0|21031917|3050
14|0|15936281|3111
11|0|34168839|8669
12|0|32013505|8646
6|0|35830071|9292
15|0|22419057|5910
10|0|33017669|8472
9|0|40290219|8767
12|0|9684348|2803
11|0|12280783|3006
13|0|37876064|8544
15|0|11165195|2802
8|0|36605131|8479
9|0|12528846|2862
14|0|21533983|7697
7|0|34048029|9026
10|0|16298851|5221
6|0|20294283|7732
13|0|14183334|5295
8|0|10499685|2779
15|0|12389346|6433
5|0|58582131|28600
14|0|10939535|4383
11|0|20053627|7295
12|0|21119120|7500
10|0|10625311|2780
7|0|11726929|4363
13|0|10293035|2961
14|0|8481927|1963
15|0|11019155|4448
9|0|20864184|7733
0|0|402746043|112113
11|0|10300702|4442
12|0|15131570|4632
11|0|12385383|2465
15|0|16994172|3172
10|0|26089973|7075
8|0|30718631|9247
9|0|21588514|5254
2|0|247321424|89828
12|1|14301983|2304
13|0|27956553|7013
14|0|31339779|7928
9|1|10434292|2334
10|1|12752850|4318
13|1|14156001|4359
14|1|13473087|2889
15|1|28755394|7473
11|1|33079169|7786
8|1|31166238|9159
10|1|19320616|3149
12|1|30861619|7560
13|1|15745294|2578
15|1|9335722|2299
11|1|9907991|2557
7|0|64808701|22144
14|1|20049076|6607
8|1|16954872|5813
12|1|17926552|4877
9|1|42815753|9975
10|1|32690609|9038
15|1|30774158|6670
12|1|15761211|2599
14|1|23561361|4358
11|1|30028068|7425
13|1|34852000|7453
10|1|14366234|5488
15|1|12860206|4527
9|1|25228116|7698
11|1|16116777|4705
14|1|16662578|4399
13|1|16757438|4596
15|1|8599495|2308
10|1|13598563|3860
