28|0|662073536|11017|9349
3|0|861780031|9079|6565
14|0|632617545|8845|6730
25|0|690493092|13449|11956
27|0|669050859|13446|11797
29|0|706232404|14091|12627
22|0|697947549|12640|11018
26|0|677159910|8542|6256
16|0|677980919|10771|8237
19|0|667327848|10475|8460
10|0|644950897|9331|6877
15|0|670931650|12288|10468
13|0|666579732|9692|7709
23|0|652410178|10754|9046
24|0|688574035|13187|11637
31|0|647370109|8824|6722
6|0|639998906|8220|5942
11|0|607200110|8960|5753
1|0|587935820|8819|4549
8|0|686308884|11491|9710
9|0|651553211|8860|6730
12|0|710185599|10324|8420
17|0|670218686|8934|6723
5|0|658851921|12884|5832
18|0|688985525|12766|11244
4|0|650617537|8371|6020
2|0|652671688|9043|6856
7|0|663457733|9527|7535
0|0|667110791|9834|7999
21|0|660008528|10922|9133
30|0|683015885|13965|12424
20|0|649236863|8722|6328
4|1|219243135|9886|8153
7|1|219206964|8757|6838
13|1|220090681|10003|8695
30|1|218001807|8749|6213
22|1|220880542|12282|11314
3|1|221539293|11637|10398
16|1|220923415|9514|8092
12|1|220501358|10441|9265
8|1|220669165|10134|8591
27|1|221423172|10132|8855
1|1|220756132|10496|9145
6|1|220842002|10334|8873
21|1|219566454|9113|6958
25|1|221781762|12556|11477
5|1|221159459|10503|8940
11|1|221888163|10656|9170
19|1|222232910|11985|10942
9|1|221826019|10209|8865
15|1|222260713|10390|9014
20|1|218420691|9293|5095
28|1|223722490|12965|12020
24|1|222640640|11153|9990
2|1|222087869|9135|7320
17|1|222392726|9261|7387
26|1|223021856|10587|9359
14|1|223555893|11634|10419
31|1|223110089|10877|9548
18|1|222716586|9110|7108
10|1|226760632|11738|10497
0|1|225775461|9688|7762
29|1|234624496|11419|10244
23|1|330530775|10476|9209
19|2|4713677852|244681|238064
16|2|4715539392|253794|248267
22|2|4715881035|248137|243688
23|2|4605724915|266614|118151
4|2|4716542841|272490|268148
1|2|4715500176|258811|252653
3|2|4716074625|265660|260886
26|2|4714210677|253483|248308
7|2|4717226376|261596|257226
2|2|4714561870|266515|261256
31|2|4714180805|253412|247862
6|2|4716605360|254303|248442
25|2|4716357489|248340|242470
20|2|4715165313|250389|244049
27|2|4716811944|252799|247858
30|2|4717759846|252325|247120
11|2|4716038649|255893|250528
29|2|4704017182|245408|236461
5|2|4716690046|233012|215453
24|2|4715874904|235542|228131
0|2|4712013555|258595|250328
21|2|4717866252|258750|254308
9|2|4716924350|263770|258778
8|2|4718100334|268004|263320
13|2|4719014885|266390|262062
12|2|4718768438|262797|257886
28|2|4716892071|248357|243639
15|2|4717539622|243962|238192
18|2|4717239189|246628|217014
10|2|4715674924|251253|243199
14|2|4721820819|256228|251066
17|2|4745283284|241353|233655
24|3|274594005|14446|12267
25|3|275620841|14776|12284
29|3|275031455|15004|11887
11|3|275310388|15013|13074
28|3|274520521|13697|11055
13|3|275375595|17471|15485
27|3|276886777|15430|13338
17|3|246977509|12828|6149
31|3|277804947|16259|14032
23|3|278979320|16029|13500
20|3|277784090|15002|11873
2|3|278132552|15361|12566
8|3|276512685|17618|15832
21|3|276649897|15722|12614
18|3|275228519|14253|9289
9|3|276803129|14921|12570
26|3|279001206|16571|14479
0|3|277243979|14945|11708
16|3|279826179|17254|15342
12|3|276716478|14605|12493
14|3|271592335|12405|9285
4|3|280009916|17612|15847
1|3|279996683|18191|16305
22|3|280153209|17232|15918
30|3|278595185|15514|13339
10|3|274233538|13439|10593
5|3|278404215|16939|13638
19|3|281066463|20354|18961
15|3|277394979|14554|12535
3|3|280606910|18607|16704
7|3|282264525|16602|14764
6|3|287094616|17514|15611
15|4|262611428|13140|10842
12|4|263479148|15368|13063
13|4|265313667|18571|17091
3|4|262550864|10547|7291
18|4|264219557|15214|12614
14|4|263829219|17090|15233
6|4|255714257|11796|6477
27|4|265843167|16665|15149
10|4|263979906|13600|11559
23|4|265351550|14954|11756
0|4|264668818|14633|12574
16|4|264750084|16470|14309
28|4|266898662|18442|16738
24|4|267860529|18051|16636
25|4|267961909|17492|15999
31|4|266092549|15760|13930
17|4|266253058|16453|14912
9|4|265677244|12638|10346
4|4|265107521|12200|9921
5|4|264951741|16757|9356
7|4|262300861|13609|10160
21|4|266144837|17203|15472
29|4|268567545|18816|17254
30|4|265478383|15645|13629
19|4|265375445|12714|10434
26|4|266852728|12287|10314
11|4|269569957|15783|14202
8|4|267909392|17501|15684
22|4|268068185|13369|11026
20|4|271640738|16033|13743
1|4|272553562|11718|9265
2|4|283141097|12003|9861
20|5|332941359|15955|12693
25|5|338804876|18291|16010
14|5|340230924|17795|15729
8|5|336977287|15426|11278
24|5|339370935|15644|13519
29|5|338798847|13707|10865
11|5|337740829|15797|12587
22|5|336223332|15850|13316
23|5|340067012|16473|14760
26|5|337913933|12289|7663
28|5|339780064|15863|13706
21|5|339053588|16945|14429
1|5|332015192|12350|8638
0|5|340362969|18880|17258
13|5|341254665|17885|15964
4|5|339663307|15853|13561
17|5|339871999|14709|11842
3|5|341479518|19750|18235
19|5|339314930|15507|12523
30|5|339587993|17363|14339
27|5|341148506|19857|18035
9|5|340238988|18077|15991
15|5|341963626|20485|18759
18|5|341867848|20034|18428
16|5|340952775|15663|13386
7|5|340114239|17721|15382
6|5|341852483|21158|19328
5|5|340599533|21142|14006
10|5|341722117|19532|17782
12|5|346381373|19420|17775
2|5|328343928|15950|13844
31|5|348319346|15245|12797
20|6|344178741|19915|18541
7|6|342419703|15392|13316
1|6|343408949|17198|15112
12|6|338338510|14382|9468
16|6|342823413|15604|13454
6|6|342432923|14144|11971
21|6|343882618|14985|13024
19|6|343264062|16032|14235
28|6|343929840|16860|15227
31|6|335232716|12807|6362
17|6|343829878|15361|13935
10|6|342765899|15113|12502
23|6|344327491|15512|13796
0|6|344089859|16909|14954
22|6|344427626|16308|14561
8|6|344727383|16799|15374
2|6|338255410|12338|10371
25|6|345209695|16526|15040
11|6|344613730|18784|17198
26|6|344656286|12586|9889
4|6|344277093|15563|13579
27|6|344083526|15693|13553
30|6|344125347|15996|13701
29|6|345135544|16425|14709
24|6|345342721|17557|16071
5|6|343689304|18295|12284
14|6|346236763|18308|16815
9|6|345091806|12625|10195
15|6|345542950|14205|12211
3|6|348400093|15538|13196
18|6|348109576|13657|11237
13|6|356469518|18189|16424
12|7|241912785|17913|16263
8|7|241294470|16923|15290
7|7|242171709|18573|17277
21|7|241755268|18561|17173
5|7|240637163|16780|14457
3|7|236839262|18821|17538
11|7|241254682|17096|14900
0|7|241431325|17365|15628
20|7|242452907|19918|18800
2|7|241535534|18602|17222
1|7|242358457|20896|19688
6|7|242159979|19160|17966
23|7|241771487|12357|9844
19|7|242115311|18124|16807
14|7|240249939|13467|9849
31|7|242341334|15752|14176
24|7|241492460|16943|15324
22|7|242145028|18350|16867
25|7|242096824|19009|17423
15|7|240115816|14310|10487
10|7|242358639|16985|15214
18|7|237689774|16779|7985
4|7|241022698|18306|16991
13|7|230132768|16445|14654
9|7|241229913|15344|12159
16|7|241978513|18678|17251
27|7|243606663|15375|13301
17|7|244408436|19224|17917
29|7|243710465|13634|11760
30|7|244014044|14795|12603
28|7|245577428|17495|16201
