1|0|161094192|4995|3703
6|0|152526221|5597|4507
14|0|104529750|4176|3100
8|0|146311091|5684|4558
29|0|161815279|5714|4585
18|0|93681622|4919|3913
9|0|170962014|4702|3567
27|0|84484489|5432|4292
21|0|86274304|4328|3246
23|0|69371590|5061|3952
30|0|87516682|4640|3571
25|0|91245051|5760|4665
12|0|115294132|5097|4089
0|0|175135891|5599|4480
11|0|95620766|5138|4029
4|0|173691683|4168|3037
22|0|111705897|4558|3447
7|0|146420060|4707|3543
2|0|173491039|4502|3501
19|0|110581640|4733|3700
10|0|150340861|4575|3466
3|0|173401976|4578|3444
26|0|68034172|5072|3874
24|0|88312095|4988|3998
15|0|111734513|4581|3449
17|0|89551363|4579|3382
31|0|36637725|3946|2783
13|0|95076204|4416|3379
16|0|111512853|4981|3776
5|0|120711465|4745|3306
28|0|77731914|5423|4364
20|0|86617197|4243|3154
1|1|31585866|4659|3783
15|1|31326580|4504|3518
12|1|31501616|4324|3569
18|1|31574871|4614|3804
8|1|31598872|5296|4387
30|1|31543786|3389|2537
26|1|31402223|5340|4469
9|1|31602169|4255|3358
31|1|31347154|4566|3629
3|1|31384936|4053|3088
27|1|31553838|5367|4452
22|1|31474513|4722|3905
6|1|31587066|5428|4487
21|1|31558705|4927|4078
28|1|31261882|5686|4858
5|1|31276483|4190|3099
2|1|31460990|4398|3484
10|1|31544988|4579|3676
19|1|31443196|4495|3662
7|1|31448141|4252|3338
4|1|31474105|4580|3669
29|1|31784499|4809|3890
20|1|31281533|3852|2965
25|1|31572873|5314|4428
17|1|31402800|3484|2594
13|1|31269370|4892|3977
0|1|31591913|5345|4445
14|1|31615943|4439|3492
16|1|31267300|4434|3482
24|1|31955848|5039|4141
11|1|32987313|5260|4382
23|1|40481117|5380|4497
1|2|113019647|9228|8160
8|2|112996811|10759|9577
11|2|111526796|10947|9743
23|2|104088219|10366|5553
6|2|112934057|10678|9423
26|2|113031806|10878|9620
16|2|112749844|7953|6711
25|2|112811330|10294|8881
3|2|112993037|9135|7990
9|2|113053631|7941|6741
2|2|112978344|8876|7804
20|2|112894424|8383|7208
15|2|113052340|10056|8819
21|2|113054075|8387|7275
19|2|112908802|8378|7224
13|2|112811351|8823|7701
7|2|112871528|8966|7838
22|2|113020073|8394|7124
18|2|113095610|9026|7328
0|2|112739715|10715|9430
12|2|113101549|8519|7310
10|2|112969858|7266|6124
27|2|112990340|10661|9521
14|2|112816392|8108|6929
31|2|113069729|8483|7281
24|2|112526665|7507|6261
17|2|113070240|8171|6850
4|2|112857165|8725|7653
29|2|112925982|7501|6293
30|2|113115863|9195|8135
28|2|112990780|11271|10125
5|2|113067221|8332|6521
15|3|27951629|5164|4042
11|3|28062626|5770|4653
1|3|28120089|5024|3916
2|3|28005500|4414|3368
17|3|27797683|3913|2705
31|3|27839192|4811|3705
10|3|27895854|4689|3662
0|3|27942638|5818|4579
29|3|27749547|4407|3372
23|3|28086556|5928|4791
16|3|28054379|4573|3481
13|3|27959933|4055|3040
12|3|27890421|4578|3465
14|3|27843586|4445|3431
26|3|28069765|6305|5194
25|3|28031713|6072|4944
28|3|27875020|5594|4526
9|3|28033555|4888|3787
18|3|27930236|4810|3685
20|3|28015285|4191|3083
19|3|27983825|5424|4360
21|3|27989806|4251|3209
5|3|27720632|4558|3379
7|3|27967117|4556|3458
4|3|27781816|4344|3337
27|3|27826343|6227|5073
30|3|27760992|4359|3318
3|3|28065592|4379|3260
8|3|28081487|5500|4318
22|3|27967377|4974|4043
6|3|28158891|5529|4484
24|3|27802356|5013|3872
15|4|28516626|5438|4242
0|4|28448886|5427|4237
3|4|28158323|3956|2877
6|4|28115439|5595|4330
27|4|28219550|6213|5114
28|4|28378590|6758|5648
7|4|28267074|4318|3273
12|4|28421895|4564|3455
22|4|28190065|4039|2885
4|4|28235316|4289|3245
18|4|28308748|5470|4233
17|4|28571159|4581|3555
25|4|28388728|6648|5594
30|4|28287934|4841|3888
16|4|28471482|4454|3315
10|4|28514317|4386|3337
24|4|28149331|5192|4209
14|4|28433526|5052|4108
1|4|28569176|5064|3888
2|4|28524789|4348|3168
31|4|28543541|4683|3517
8|4|28215390|5973|4912
11|4|28591723|6251|5044
19|4|28352810|4322|3194
5|4|28324762|4685|3332
13|4|28442607|5022|4037
23|4|28460324|6312|4912
21|4|28367569|4682|3635
29|4|28574620|5030|3994
9|4|28379528|4728|3583
20|4|28431541|4876|3681
26|4|28513735|5767|4610
1|5|28305137|5441|4307
15|5|28520153|5444|4208
4|5|28443035|4404|3280
7|5|28477249|4829|3796
17|5|28442423|4877|3629
16|5|28436362|4678|3424
10|5|28438659|4806|3729
20|5|28142450|4795|3594
18|5|28509014|5693|4525
23|5|28289563|5981|4917
2|5|28332188|4923|3646
24|5|28385311|5160|3941
6|5|28492535|6161|5065
12|5|28614611|4957|3736
31|5|28477434|5177|3964
9|5|28172477|4713|3675
19|5|28282191|4635|3432
14|5|28357318|4577|3450
22|5|28473561|4895|3707
28|5|28501536|6592|5282
11|5|28283813|6093|4947
26|5|28161712|5390|4085
21|5|28218069|4370|3298
27|5|28516552|5714|4584
29|5|28209868|4700|3570
30|5|28445183|5209|3978
8|5|28292275|6183|4926
5|5|28296353|4673|3336
25|5|28410118|6404|5227
3|5|28503503|5157|4078
0|5|28510959|5967|4885
13|5|28239591|4707|3583
1|6|28966244|5970|4736
6|6|28799016|6288|5196
7|6|28936471|4792|3727
3|6|28552967|5053|3876
10|6|28922697|4640|3607
23|6|28888476|5598|4500
11|6|28698786|6009|5012
0|6|28523187|6234|5065
16|6|28961856|4981|3937
8|6|28602563|6146|5021
4|6|28966698|5248|4063
2|6|28858625|5249|4165
28|6|28731722|5971|4936
9|6|28861635|4494|3368
19|6|28799464|5291|4232
26|6|28724054|5641|4347
24|6|28868569|5331|4217
25|6|28581005|7094|5870
21|6|28717457|5159|3985
27|6|28696962|6752|5572
15|6|29037000|5861|4661
30|6|28686371|5773|4665
12|6|28794245|4587|3296
18|6|29081373|5819|4574
5|6|28788112|4782|3471
22|6|28765438|4815|3717
29|6|28710956|5243|4196
20|6|31576390|5392|4406
13|6|31244240|5661|4589
31|6|31691034|5865|4551
14|6|31787210|5717|4628
17|6|32711013|5590|4602
11|7|21746197|5408|4346
23|7|21765088|4586|3637
1|7|21844954|5048|4144
20|7|19132152|3744|2938
21|7|21683796|3581|2705
5|7|21577581|3648|2667
24|7|21737012|3646|2827
10|7|21831236|3893|3002
22|7|21634496|3698|2788
9|7|21786070|3469|2553
26|7|21784634|4970|3977
3|7|21807292|3783|2923
29|7|21661053|3584|2695
16|7|21784762|3756|2823
19|7|21748046|3633|2744
12|7|21629291|3448|2524
18|7|21649116|4004|2973
2|7|21782158|3628|2913
15|7|21701683|4552|3546
13|7|19132939|3691|2889
4|7|21750598|3767|3000
31|7|18921886|4736|3902
6|7|21822972|6021|5122
30|7|21652031|4849|3903
25|7|21762661|5439|4494
8|7|22035266|5545|4540
28|7|21796222|5889|4904
14|7|18783270|3340|2385
17|7|18121657|3519|2820
0|7|22229069|5427|4437
7|7|22290547|3731|2786
27|7|22256017|5152|4124
1|8|17418097|3935|3067
27|8|16852143|3707|2846
11|8|17459458|4136|3284
30|8|17190748|3843|2867
0|8|16993203|4583|3711
31|8|17234875|4347|3467
24|8|17437005|3268|2444
13|8|17244591|3043|2211
16|8|17386638|3193|2397
12|8|17364786|3446|2719
17|8|17118995|3005|2178
10|8|17476689|3417|2508
7|8|17046756|3134|2294
5|8|17510507|3221|2400
28|8|17171103|4392|3409
25|8|17189954|4593|3621
15|8|17253417|4039|3097
2|8|17282069|3530|2540
21|8|17443299|3447|2602
20|8|17452241|3449|2543
9|8|17402635|3340|2455
29|8|17376132|3148|2297
26|8|17403267|3845|3163
8|8|17155366|4989|4170
3|8|17395403|3441|2592
4|8|17262589|3185|2315
23|8|17464703|4242|3293
18|8|17300868|4163|3390
22|8|17454196|3178|2374
19|8|17335363|3433|2411
6|8|17208305|4927|4084
14|8|17147836|3215|2443
1|9|19074168|4208|3374
6|9|18684646|4035|3135
10|9|18988820|3586|2777
0|9|19037131|4543|3724
5|9|18984512|3411|2529
9|9|18886325|3458|2548
11|9|19068622|4307|3311
8|9|18832229|4490|3702
25|9|18986293|4358|3239
12|9|19021102|3389|2457
3|9|18797703|3360|2499
30|9|19129542|4510|3581
20|9|18971281|3687|2835
23|9|18859667|4039|3175
24|9|19072657|3387|2455
27|9|19118756|4757|3695
29|9|18981433|3574|2617
2|9|19062658|3178|2137
31|9|19200169|4250|3442
13|9|19072876|3484|2633
16|9|19072811|3361|2409
15|9|18934723|4422|3511
